review_content,sentiment
Broken item received. 😡,Negative
Took a long time to deliver. 😐,Neutral
Quality is very poor.,Negative
Good service. !!!,Positive
"Great product, highly recommended! 😊",Positive
Fake product. !!,Negative
Good service. 😊,Positive
Normal quality. ...,Neutral
Theekai xa. Ok.,Neutral
Waste of money. !!,Negative
Paisa khera gayo. 😡,Negative
Highly impressed with the packaging. ❤️,Positive
Saman ramro ayo. !!!,Positive
Waste of money. !!,Negative
Took a long time to deliver. ...,Neutral
It's alright. Ok.,Neutral
Fast delivery and good quality. !!!,Positive
Very slow delivery.,Negative
Average product. ...,Neutral
Ekdam ramro.,Positive
Exactly as shown in picture. Thanks Daraz.,Positive
Satisfactory.,Neutral
Super fast shipping. !!!,Positive
Satisfactory. ...,Neutral
Quality is okay but price is high. Ok.,Neutral
Quality is okay but price is high.,Neutral
Fully satisfied.,Positive
Best product I have ever bought. 😊,Positive
Okay for the price. 😐,Neutral
Just fine. 😐,Neutral
Quality is okay but price is high. 😐,Neutral
Doesn't work properly. 😔,Negative
Worst product ever. !!,Negative
Fast delivery and good quality. 😊,Positive
Must buy item. 😊,Positive
Paisa khera gayo. !!,Negative
Color is different from picture. Very bad.,Negative
"Babal xa product, man paryo. !!!",Positive
Very happy with the purchase.,Positive
Duplicate item.,Negative
It's alright. Ok.,Neutral
Doesn't fit. Very bad.,Negative
Delivery was okay. ...,Neutral
Good service. ❤️,Positive
Mid quality. ...,Neutral
Best product I have ever bought. !!!,Positive
Do not buy this. 😔,Negative
Color is different from picture. Very bad.,Negative
Normal quality. Ok.,Neutral
Fair product.,Neutral
Trusted seller. 😊,Positive
Fully satisfied. !!!,Positive
Broken item received.,Negative
Very happy with the purchase. !!!,Positive
Loved it!,Positive
Delivery was okay. ...,Neutral
Do not buy this. 😡,Negative
Fake product. 😡,Negative
Average product. Ok.,Neutral
Quality is okay but price is high. 😐,Neutral
Fair product. 😐,Neutral
Just fine. ...,Neutral
Doesn't fit. Very bad.,Negative
Doesn't fit. 😡,Negative
Saman ramro ayo. ❤️,Positive
"Babal xa product, man paryo.",Positive
"Not bad, but could be better.",Neutral
Fast delivery and good quality. 😊,Positive
Naramro quality. 😔,Negative
Best product I have ever bought. !!!,Positive
Fair product. Ok.,Neutral
Fair product. ...,Neutral
Normal quality.,Neutral
Mid quality. 😐,Neutral
Normal quality. ...,Neutral
Paisa khera gayo. 😔,Negative
Best product I have ever bought. 😊,Positive
Average product. 😐,Neutral
Neither good nor bad. 😐,Neutral
Doesn't fit. Very bad.,Negative
Ekdam ramro. !!!,Positive
Must buy item. 😊,Positive
"Not bad, but could be better. Ok.",Neutral
Trusted seller. 😊,Positive
Will buy again.,Positive
Must buy item. Thanks Daraz.,Positive
Outstanding performance. ❤️,Positive
Disappointed with the product. 😡,Negative
Do not buy this. 😔,Negative
Super fast shipping.,Positive
Quality is okay but price is high. ...,Neutral
Excellent quality for the price. ❤️,Positive
"Ramro cha, dami product. Thanks Daraz.",Positive
Neither good nor bad. ...,Neutral
Damaged package.,Negative
"Great product, highly recommended! 😊",Positive
Very slow delivery. !!,Negative
Exactly as shown in picture. !!!,Positive
It's alright. Ok.,Neutral
Not as described. 😡,Negative
Fair product.,Neutral
Fair product. 😐,Neutral
Best product I have ever bought. ❤️,Positive
The seller is a fraud. 😡,Negative
Bad customer service. Very bad.,Negative
Fast delivery and good quality.,Positive
Damaged package.,Negative
The seller is a fraud. 😡,Negative
Highly impressed with the packaging. Thanks Daraz.,Positive
Fake product.,Negative
"Babal xa product, man paryo. Thanks Daraz.",Positive
Bad customer service. Very bad.,Negative
"Received the item, it's okay.",Neutral
Very slow delivery.,Negative
Color is different from picture. 😡,Negative
The seller is a fraud.,Negative
Doesn't work properly. 😔,Negative
"Not bad, but could be better. ...",Neutral
"Received the item, it's okay. 😐",Neutral
Terrible experience. !!,Negative
Worst product ever. 😔,Negative
Highly impressed with the packaging. ❤️,Positive
"Babal xa product, man paryo. 😊",Positive
It's alright. ...,Neutral
Fully satisfied.,Positive
Excellent quality for the price.,Positive
Doesn't work properly.,Negative
Will buy again. ❤️,Positive
Doesn't work properly.,Negative
Do not buy this. Very bad.,Negative
Must buy item. 😊,Positive
Mid quality. ...,Neutral
Best product I have ever bought. Thanks Daraz.,Positive
"Not bad, but could be better. ...",Neutral
"Babal xa product, man paryo.",Positive
Theekai xa. Ok.,Neutral
"Babal xa product, man paryo. ❤️",Positive
Neither good nor bad.,Neutral
Excellent quality for the price. 😊,Positive
Neither good nor bad. Ok.,Neutral
Doesn't fit. 😔,Negative
Okay for the price.,Neutral
Trusted seller. ❤️,Positive
Value for money. Thanks Daraz.,Positive
Okay for the price.,Neutral
Quality is very poor. 😡,Negative
Okay for the price.,Neutral
Average product. 😐,Neutral
Terrible experience. 😡,Negative
"Babal xa product, man paryo. Thanks Daraz.",Positive
Duplicate item. 😔,Negative
Quality is okay but price is high. Ok.,Neutral
Must buy item. !!!,Positive
Broken item received.,Negative
Not as described. Very bad.,Negative
Bad customer service. 😔,Negative
Doesn't fit. Very bad.,Negative
Quality is okay but price is high. Ok.,Neutral
Quality is okay but price is high. ...,Neutral
Naramro quality. !!,Negative
"Babal xa product, man paryo. 😊",Positive
Value for money.,Positive
Mid quality. ...,Neutral
Average product.,Neutral
"Great product, highly recommended! 😊",Positive
Paisa khera gayo. 😡,Negative
Fast delivery and good quality. ❤️,Positive
Fully satisfied.,Positive
Fair product. 😐,Neutral
Bad customer service. !!,Negative
Doesn't work properly.,Negative
"Not bad, but could be better. 😐",Neutral
Normal quality. Ok.,Neutral
Quality is very poor. Very bad.,Negative
Loved it! ❤️,Positive
Normal quality. 😐,Neutral
Disappointed with the product.,Negative
Bad customer service. 😔,Negative
Doesn't work properly.,Negative
Exactly as shown in picture. 😊,Positive
Best product I have ever bought. !!!,Positive
Color is different from picture. 😔,Negative
Duplicate item. 😡,Negative
Excellent quality for the price. 😊,Positive
Naramro quality. Very bad.,Negative
"Received the item, it's okay.",Neutral
Value for money. !!!,Positive
Very slow delivery. !!,Negative
Bad customer service. Very bad.,Negative
Fake product. 😔,Negative
Disappointed with the product. !!,Negative
Must buy item. 😊,Positive
Very happy with the purchase. Thanks Daraz.,Positive
Fast delivery and good quality. ❤️,Positive
Waste of money. 😔,Negative
Mid quality. 😐,Neutral
Quality is very poor. 😡,Negative
Value for money. !!!,Positive
Neither good nor bad. 😐,Neutral
Worst product ever. 😡,Negative
Exactly as shown in picture. Thanks Daraz.,Positive
"Received the item, it's okay. 😐",Neutral
Must buy item. !!!,Positive
Duplicate item. Very bad.,Negative
Not as described. Very bad.,Negative
Excellent quality for the price. !!!,Positive
Doesn't fit. 😡,Negative
Naramro quality.,Negative
Average product.,Neutral
Not as described. 😡,Negative
Trusted seller. Thanks Daraz.,Positive
Terrible experience. 😔,Negative
"Babal xa product, man paryo.",Positive
Very happy with the purchase.,Positive
Delivery was okay.,Neutral
Very happy with the purchase. !!!,Positive
"Babal xa product, man paryo. !!!",Positive
Doesn't work properly. 😡,Negative
Fast delivery and good quality. ❤️,Positive
Doesn't fit. 😔,Negative
Quality is okay but price is high. ...,Neutral
Fake product. !!,Negative
Okay for the price.,Neutral
Very happy with the purchase. Thanks Daraz.,Positive
Excellent quality for the price.,Positive
Satisfactory. Ok.,Neutral
"Great product, highly recommended! !!!",Positive
Bad customer service. !!,Negative
Fake product.,Negative
Damaged package. 😔,Negative
Ekdam ramro. 😊,Positive
Neither good nor bad. 😐,Neutral
Size was wrong. 😔,Negative
Damaged package. 😡,Negative
Will buy again.,Positive
Satisfactory. 😐,Neutral
Theekai xa.,Neutral
Okay for the price. 😐,Neutral
Bad customer service.,Negative
Quality is okay but price is high. 😐,Neutral
It's alright. 😐,Neutral
Theekai xa. Ok.,Neutral
Bad customer service. 😡,Negative
Doesn't fit. Very bad.,Negative
It's alright. 😐,Neutral
Highly impressed with the packaging.,Positive
Super fast shipping. 😊,Positive
Fast delivery and good quality. 😊,Positive
Super fast shipping. ❤️,Positive
Theekai xa. 😐,Neutral
Will buy again. !!!,Positive
Not as described. 😡,Negative
Satisfactory. Ok.,Neutral
Very happy with the purchase. Thanks Daraz.,Positive
Not as described. Very bad.,Negative
Color is different from picture. Very bad.,Negative
"Great product, highly recommended! Thanks Daraz.",Positive
Paisa khera gayo. 😡,Negative
Naramro quality. Very bad.,Negative
Okay for the price. 😐,Neutral
Terrible experience. 😔,Negative
Value for money. !!!,Positive
Terrible experience. Very bad.,Negative
Saman ramro ayo. !!!,Positive
"Babal xa product, man paryo. !!!",Positive
Waste of money. !!,Negative
Doesn't fit. Very bad.,Negative
Average product. 😐,Neutral
Broken item received. 😔,Negative
Best product I have ever bought. ❤️,Positive
Color is different from picture. !!,Negative
Duplicate item.,Negative
Trusted seller. ❤️,Positive
Took a long time to deliver. Ok.,Neutral
The seller is a fraud. !!,Negative
"Received the item, it's okay. ...",Neutral
Fake product.,Negative
Delivery was okay. 😐,Neutral
Mid quality. Ok.,Neutral
Average product.,Neutral
Neither good nor bad. Ok.,Neutral
"Babal xa product, man paryo.",Positive
Disappointed with the product.,Negative
Terrible experience.,Negative
Very happy with the purchase. 😊,Positive
Saman ramro ayo. !!!,Positive
Fair product. ...,Neutral
Best product I have ever bought. ❤️,Positive
"Great product, highly recommended! !!!",Positive
Satisfactory. Ok.,Neutral
Worst product ever. Very bad.,Negative
Worst product ever. 😡,Negative
Color is different from picture.,Negative
Just fine. 😐,Neutral
Excellent quality for the price. ❤️,Positive
Highly impressed with the packaging. ❤️,Positive
Do not buy this. Very bad.,Negative
Size was wrong. Very bad.,Negative
Must buy item.,Positive
Quality is okay but price is high. 😐,Neutral
Fair product. Ok.,Neutral
Neither good nor bad.,Neutral
Value for money. !!!,Positive
Disappointed with the product. Very bad.,Negative
Just fine.,Neutral
Color is different from picture.,Negative
Quality is very poor. !!,Negative
"Not bad, but could be better. ...",Neutral
Quality is very poor. 😡,Negative
The seller is a fraud.,Negative
Just fine. Ok.,Neutral
Quality is very poor. 😡,Negative
Ekdam ramro. 😊,Positive
Excellent quality for the price. 😊,Positive
Super fast shipping.,Positive
"Great product, highly recommended! 😊",Positive
Loved it! !!!,Positive
Doesn't fit. 😡,Negative
"Babal xa product, man paryo. !!!",Positive
Fair product. 😐,Neutral
Loved it! Thanks Daraz.,Positive
Theekai xa.,Neutral
Neither good nor bad. 😐,Neutral
Fast delivery and good quality. 😊,Positive
Disappointed with the product. Very bad.,Negative
Mid quality. Ok.,Neutral
Okay for the price. 😐,Neutral
Very slow delivery. 😡,Negative
Quality is very poor. !!,Negative
Okay for the price. 😐,Neutral
Theekai xa. Ok.,Neutral
Took a long time to deliver. 😐,Neutral
Exactly as shown in picture. ❤️,Positive
Fast delivery and good quality. !!!,Positive
Average product.,Neutral
Theekai xa. ...,Neutral
Outstanding performance. 😊,Positive
Took a long time to deliver. ...,Neutral
Just fine. Ok.,Neutral
Theekai xa. 😐,Neutral
Damaged package. Very bad.,Negative
Do not buy this. 😔,Negative
Mid quality. ...,Neutral
Fair product.,Neutral
"Ramro cha, dami product. Thanks Daraz.",Positive
Waste of money. 😔,Negative
"Babal xa product, man paryo. ❤️",Positive
Do not buy this.,Negative
Naramro quality. !!,Negative
Excellent quality for the price. !!!,Positive
Paisa khera gayo. 😡,Negative
It's alright. Ok.,Neutral
"Received the item, it's okay. 😐",Neutral
Highly impressed with the packaging. ❤️,Positive
Waste of money.,Negative
Okay for the price. Ok.,Neutral
Satisfactory. ...,Neutral
Exactly as shown in picture. !!!,Positive
Color is different from picture. !!,Negative
Exactly as shown in picture. !!!,Positive
Took a long time to deliver. 😐,Neutral
Doesn't work properly. 😡,Negative
Doesn't work properly.,Negative
Doesn't fit. 😡,Negative
Worst product ever. Very bad.,Negative
Fair product.,Neutral
Outstanding performance. ❤️,Positive
Average product. ...,Neutral
Quality is okay but price is high.,Neutral
Size was wrong. !!,Negative
Not as described. 😡,Negative
Theekai xa.,Neutral
Average product. Ok.,Neutral
Mid quality. 😐,Neutral
Okay for the price.,Neutral
Neither good nor bad. 😐,Neutral
Broken item received. !!,Negative
Very slow delivery. !!,Negative
Neither good nor bad. 😐,Neutral
Very slow delivery.,Negative
Terrible experience.,Negative
Just fine. 😐,Neutral
Saman ramro ayo. !!!,Positive
Damaged package. 😔,Negative
"Not bad, but could be better. ...",Neutral
"Babal xa product, man paryo. 😊",Positive
Do not buy this.,Negative
Normal quality. Ok.,Neutral
Naramro quality. 😔,Negative
Average product. ...,Neutral
"Ramro cha, dami product. !!!",Positive
Paisa khera gayo. Very bad.,Negative
Satisfactory.,Neutral
Will buy again. Thanks Daraz.,Positive
Not as described.,Negative
Delivery was okay. 😐,Neutral
Trusted seller. !!!,Positive
"Great product, highly recommended!",Positive
Ekdam ramro. ❤️,Positive
Highly impressed with the packaging. 😊,Positive
Normal quality. 😐,Neutral
Color is different from picture. Very bad.,Negative
Took a long time to deliver. ...,Neutral
Neither good nor bad.,Neutral
Color is different from picture.,Negative
Normal quality.,Neutral
Very happy with the purchase. !!!,Positive
Loved it! !!!,Positive
Okay for the price. Ok.,Neutral
Quality is very poor. 😔,Negative
Quality is okay but price is high.,Neutral
Mid quality.,Neutral
Doesn't fit.,Negative
Very slow delivery. !!,Negative
Duplicate item. 😡,Negative
Average product.,Neutral
Highly impressed with the packaging. 😊,Positive
"Babal xa product, man paryo. !!!",Positive
Very slow delivery. 😡,Negative
Satisfactory. 😐,Neutral
Best product I have ever bought. 😊,Positive
Duplicate item. 😔,Negative
Color is different from picture. 😡,Negative
Paisa khera gayo. 😔,Negative
Trusted seller. !!!,Positive
Bad customer service. 😡,Negative
Good service. !!!,Positive
Quality is very poor. 😡,Negative
Ekdam ramro. 😊,Positive
Value for money. ❤️,Positive
Loved it!,Positive
Normal quality. 😐,Neutral
Okay for the price. 😐,Neutral
Fair product. Ok.,Neutral
Normal quality. Ok.,Neutral
Excellent quality for the price. ❤️,Positive
Worst product ever. !!,Negative
Okay for the price. ...,Neutral
Loved it! 😊,Positive
Loved it! Thanks Daraz.,Positive
Fully satisfied. 😊,Positive
"Babal xa product, man paryo.",Positive
Fake product. Very bad.,Negative
Worst product ever. 😔,Negative
Satisfactory. Ok.,Neutral
Quality is very poor.,Negative
Highly impressed with the packaging. Thanks Daraz.,Positive
Bad customer service. 😡,Negative
Very slow delivery. 😔,Negative
Normal quality. 😐,Neutral
Theekai xa. ...,Neutral
Bad customer service.,Negative
Trusted seller. Thanks Daraz.,Positive
Duplicate item. 😔,Negative
Paisa khera gayo.,Negative
Took a long time to deliver. Ok.,Neutral
Disappointed with the product.,Negative
Neither good nor bad. Ok.,Neutral
Bad customer service. !!,Negative
Ekdam ramro. ❤️,Positive
Mid quality. 😐,Neutral
Will buy again. !!!,Positive
Will buy again. ❤️,Positive
Normal quality. 😐,Neutral
Do not buy this. 😔,Negative
Just fine. ...,Neutral
The seller is a fraud. !!,Negative
Will buy again. ❤️,Positive
Just fine.,Neutral
Will buy again. 😊,Positive
Satisfactory. ...,Neutral
Highly impressed with the packaging.,Positive
Trusted seller.,Positive
Good service.,Positive
Mid quality. 😐,Neutral
Naramro quality. !!,Negative
Exactly as shown in picture. !!!,Positive
Excellent quality for the price. Thanks Daraz.,Positive
Terrible experience.,Negative
Neither good nor bad. 😐,Neutral
"Ramro cha, dami product. !!!",Positive
Normal quality.,Neutral
Average product. Ok.,Neutral
Took a long time to deliver. 😐,Neutral
Fake product. 😡,Negative
Duplicate item. 😡,Negative
Do not buy this.,Negative
Fully satisfied. ❤️,Positive
Quality is okay but price is high. Ok.,Neutral
Loved it!,Positive
Will buy again. Thanks Daraz.,Positive
Fast delivery and good quality. 😊,Positive
Normal quality. 😐,Neutral
Broken item received. !!,Negative
Damaged package. Very bad.,Negative
"Received the item, it's okay. Ok.",Neutral
The seller is a fraud. !!,Negative
Broken item received.,Negative
Fair product. ...,Neutral
Very slow delivery. 😡,Negative
"Not bad, but could be better. Ok.",Neutral
Mid quality. Ok.,Neutral
Disappointed with the product.,Negative
Theekai xa. Ok.,Neutral
Disappointed with the product. 😡,Negative
Ekdam ramro.,Positive
"Babal xa product, man paryo.",Positive
Waste of money. Very bad.,Negative
Must buy item. !!!,Positive
"Received the item, it's okay. ...",Neutral
Fair product. Ok.,Neutral
"Great product, highly recommended! !!!",Positive
"Not bad, but could be better. 😐",Neutral
Value for money. !!!,Positive
Good service. Thanks Daraz.,Positive
"Received the item, it's okay. 😐",Neutral
Fast delivery and good quality.,Positive
Must buy item. 😊,Positive
Damaged package. 😡,Negative
Fair product. Ok.,Neutral
Mid quality. 😐,Neutral
Quality is very poor. 😔,Negative
Very happy with the purchase. 😊,Positive
"Great product, highly recommended!",Positive
Good service.,Positive
Must buy item. 😊,Positive
"Not bad, but could be better. ...",Neutral
Naramro quality. 😡,Negative
Okay for the price. ...,Neutral
Duplicate item. 😔,Negative
Waste of money. 😡,Negative
Broken item received. !!,Negative
Good service. ❤️,Positive
Theekai xa.,Neutral
Disappointed with the product. 😔,Negative
Duplicate item.,Negative
Doesn't fit. Very bad.,Negative
Size was wrong. 😔,Negative
Theekai xa. Ok.,Neutral
"Babal xa product, man paryo.",Positive
Damaged package.,Negative
Delivery was okay.,Neutral
Broken item received.,Negative
Bad customer service. !!,Negative
Neither good nor bad. 😐,Neutral
"Received the item, it's okay. ...",Neutral
Disappointed with the product.,Negative
Quality is okay but price is high. Ok.,Neutral
Best product I have ever bought. Thanks Daraz.,Positive
Delivery was okay. Ok.,Neutral
Best product I have ever bought. !!!,Positive
"Not bad, but could be better. ...",Neutral
Quality is very poor. !!,Negative
Mid quality. ...,Neutral
Delivery was okay. 😐,Neutral
Neither good nor bad.,Neutral
Fair product. ...,Neutral
Not as described. 😡,Negative
Will buy again. !!!,Positive
Color is different from picture. Very bad.,Negative
Took a long time to deliver.,Neutral
Fully satisfied. !!!,Positive
Just fine.,Neutral
Fully satisfied. !!!,Positive
Value for money. 😊,Positive
Terrible experience. !!,Negative
Neither good nor bad. 😐,Neutral
Average product.,Neutral
Just fine.,Neutral
Loved it!,Positive
Ekdam ramro. Thanks Daraz.,Positive
Bad customer service. 😡,Negative
"Received the item, it's okay. 😐",Neutral
Exactly as shown in picture. 😊,Positive
Naramro quality. Very bad.,Negative
Duplicate item. 😡,Negative
"Received the item, it's okay.",Neutral
Just fine. Ok.,Neutral
Outstanding performance. !!!,Positive
Doesn't work properly. !!,Negative
Disappointed with the product. Very bad.,Negative
Okay for the price. ...,Neutral
"Ramro cha, dami product. !!!",Positive
Color is different from picture.,Negative
Delivery was okay. Ok.,Neutral
Satisfactory.,Neutral
Bad customer service. !!,Negative
Waste of money. Very bad.,Negative
Size was wrong. 😡,Negative
Bad customer service. !!,Negative
Naramro quality. 😔,Negative
Best product I have ever bought. ❤️,Positive
"Great product, highly recommended! ❤️",Positive
Very slow delivery. 😡,Negative
Fair product. 😐,Neutral
Very happy with the purchase. Thanks Daraz.,Positive
Very slow delivery. 😔,Negative
"Received the item, it's okay.",Neutral
Very slow delivery. Very bad.,Negative
Super fast shipping. !!!,Positive
"Babal xa product, man paryo. !!!",Positive
Theekai xa. 😐,Neutral
Best product I have ever bought. !!!,Positive
Broken item received.,Negative
"Great product, highly recommended! Thanks Daraz.",Positive
Best product I have ever bought. Thanks Daraz.,Positive
Not as described. Very bad.,Negative
Fully satisfied.,Positive
Duplicate item. 😡,Negative
Fully satisfied. !!!,Positive
Super fast shipping. ❤️,Positive
Super fast shipping. Thanks Daraz.,Positive
Quality is okay but price is high. Ok.,Neutral
Naramro quality. 😔,Negative
"Received the item, it's okay.",Neutral
Good service. !!!,Positive
Naramro quality. 😡,Negative
Satisfactory. Ok.,Neutral
Size was wrong. 😡,Negative
"Not bad, but could be better. 😐",Neutral
Normal quality. 😐,Neutral
Satisfactory. ...,Neutral
Mid quality. ...,Neutral
Will buy again.,Positive
Duplicate item.,Negative
Theekai xa. ...,Neutral
"Great product, highly recommended! !!!",Positive
Super fast shipping. !!!,Positive
Doesn't work properly. !!,Negative
Damaged package.,Negative
Duplicate item. 😡,Negative
Exactly as shown in picture.,Positive
Fair product. 😐,Neutral
Very happy with the purchase. 😊,Positive
Mid quality. ...,Neutral
Must buy item.,Positive
Terrible experience. 😔,Negative
Terrible experience. !!,Negative
Quality is very poor. Very bad.,Negative
Normal quality. Ok.,Neutral
Theekai xa. ...,Neutral
Broken item received. 😡,Negative
Waste of money. 😔,Negative
Highly impressed with the packaging. 😊,Positive
Terrible experience. !!,Negative
Highly impressed with the packaging. ❤️,Positive
Disappointed with the product.,Negative
Very slow delivery. 😡,Negative
Doesn't work properly. Very bad.,Negative
Very slow delivery. Very bad.,Negative
Theekai xa. Ok.,Neutral
Highly impressed with the packaging. !!!,Positive
Normal quality.,Neutral
Took a long time to deliver. Ok.,Neutral
Damaged package. !!,Negative
Just fine.,Neutral
Value for money.,Positive
Saman ramro ayo. ❤️,Positive
Just fine. Ok.,Neutral
Just fine.,Neutral
"Ramro cha, dami product. Thanks Daraz.",Positive
Quality is very poor.,Negative
Average product.,Neutral
Quality is okay but price is high. 😐,Neutral
Best product I have ever bought. 😊,Positive
"Babal xa product, man paryo. ❤️",Positive
Naramro quality. Very bad.,Negative
Doesn't fit. 😔,Negative
Very slow delivery. Very bad.,Negative
Fair product.,Neutral
Satisfactory. Ok.,Neutral
Doesn't fit. Very bad.,Negative
Must buy item. Thanks Daraz.,Positive
Value for money. ❤️,Positive
Waste of money. 😡,Negative
Saman ramro ayo. Thanks Daraz.,Positive
Quality is very poor. 😡,Negative
"Babal xa product, man paryo. 😊",Positive
Damaged package. !!,Negative
"Not bad, but could be better. ...",Neutral
Excellent quality for the price. Thanks Daraz.,Positive
Color is different from picture. 😡,Negative
Size was wrong. 😔,Negative
Size was wrong. Very bad.,Negative
Quality is okay but price is high.,Neutral
Loved it! ❤️,Positive
Super fast shipping. Thanks Daraz.,Positive
Delivery was okay.,Neutral
Do not buy this.,Negative
Very slow delivery. 😡,Negative
Good service. 😊,Positive
Disappointed with the product. 😔,Negative
Outstanding performance.,Positive
Fake product. !!,Negative
Very happy with the purchase.,Positive
Best product I have ever bought. 😊,Positive
Very slow delivery. 😔,Negative
Normal quality. ...,Neutral
Just fine. 😐,Neutral
Do not buy this.,Negative
Delivery was okay. 😐,Neutral
Normal quality. 😐,Neutral
It's alright. ...,Neutral
"Ramro cha, dami product. Thanks Daraz.",Positive
Bad customer service. !!,Negative
Will buy again. 😊,Positive
Delivery was okay. Ok.,Neutral
"Great product, highly recommended! Thanks Daraz.",Positive
Satisfactory.,Neutral
"Babal xa product, man paryo. 😊",Positive
"Received the item, it's okay. Ok.",Neutral
"Received the item, it's okay. Ok.",Neutral
Do not buy this. 😡,Negative
Waste of money.,Negative
Very slow delivery. 😔,Negative
Theekai xa. ...,Neutral
Value for money. !!!,Positive
Paisa khera gayo. !!,Negative
Excellent quality for the price. 😊,Positive
Waste of money. Very bad.,Negative
Duplicate item. 😡,Negative
Must buy item.,Positive
Average product.,Neutral
Satisfactory. ...,Neutral
Average product. ...,Neutral
Mid quality.,Neutral
Naramro quality. Very bad.,Negative
It's alright. 😐,Neutral
Do not buy this.,Negative
Very happy with the purchase. !!!,Positive
Waste of money.,Negative
Highly impressed with the packaging.,Positive
Okay for the price. Ok.,Neutral
Quality is okay but price is high. Ok.,Neutral
Outstanding performance. ❤️,Positive
Quality is okay but price is high. Ok.,Neutral
Average product. ...,Neutral
Disappointed with the product. 😡,Negative
Not as described. !!,Negative
Delivery was okay. ...,Neutral
Super fast shipping. !!!,Positive
Doesn't work properly.,Negative
Very slow delivery. 😔,Negative
Not as described. !!,Negative
Okay for the price. Ok.,Neutral
Doesn't fit. 😔,Negative
Just fine. Ok.,Neutral
Bad customer service. !!,Negative
Fast delivery and good quality. 😊,Positive
Very happy with the purchase.,Positive
Do not buy this.,Negative
Must buy item. 😊,Positive
Okay for the price. Ok.,Neutral
"Ramro cha, dami product. !!!",Positive
Normal quality.,Neutral
Satisfactory. 😐,Neutral
"Babal xa product, man paryo. Thanks Daraz.",Positive
Fake product. Very bad.,Negative
Mid quality.,Neutral
Waste of money.,Negative
Duplicate item. !!,Negative
Broken item received. 😔,Negative
Very happy with the purchase. ❤️,Positive
Mid quality.,Neutral
Saman ramro ayo. 😊,Positive
Value for money. !!!,Positive
Will buy again. ❤️,Positive
Okay for the price. 😐,Neutral
Normal quality. ...,Neutral
"Not bad, but could be better. ...",Neutral
Size was wrong. 😡,Negative
Fair product. Ok.,Neutral
Doesn't fit. 😔,Negative
Size was wrong. !!,Negative
Paisa khera gayo.,Negative
Highly impressed with the packaging. Thanks Daraz.,Positive
Paisa khera gayo.,Negative
Okay for the price. 😐,Neutral
Very slow delivery. 😔,Negative
Normal quality. ...,Neutral
Saman ramro ayo. Thanks Daraz.,Positive
Size was wrong.,Negative
Waste of money. !!,Negative
Trusted seller. 😊,Positive
Very slow delivery.,Negative
Damaged package. 😔,Negative
Fast delivery and good quality. 😊,Positive
Average product. ...,Neutral
Do not buy this. !!,Negative
Delivery was okay. ...,Neutral
Mid quality. ...,Neutral
Quality is very poor. Very bad.,Negative
Fast delivery and good quality. Thanks Daraz.,Positive
Broken item received. 😡,Negative
Outstanding performance. !!!,Positive
Neither good nor bad. ...,Neutral
Loved it! !!!,Positive
Worst product ever. Very bad.,Negative
Theekai xa.,Neutral
Quality is very poor. Very bad.,Negative
The seller is a fraud. !!,Negative
Ekdam ramro. Thanks Daraz.,Positive
Duplicate item. 😡,Negative
Must buy item. 😊,Positive
Quality is very poor. !!,Negative
"Babal xa product, man paryo. 😊",Positive
Loved it! 😊,Positive
Took a long time to deliver. Ok.,Neutral
Average product.,Neutral
Not as described. 😡,Negative
Terrible experience. 😡,Negative
Normal quality. Ok.,Neutral
Satisfactory. Ok.,Neutral
Will buy again.,Positive
Fake product. 😔,Negative
Fast delivery and good quality. ❤️,Positive
Good service. ❤️,Positive
Fair product. 😐,Neutral
Average product. 😐,Neutral
Color is different from picture. Very bad.,Negative
Ekdam ramro. !!!,Positive
Bad customer service. 😡,Negative
Trusted seller. Thanks Daraz.,Positive
Color is different from picture.,Negative
Trusted seller. Thanks Daraz.,Positive
Broken item received. 😔,Negative
Value for money. !!!,Positive
Must buy item.,Positive
Do not buy this. Very bad.,Negative
Worst product ever. 😔,Negative
Fully satisfied. !!!,Positive
Not as described. !!,Negative
"Babal xa product, man paryo. 😊",Positive
Satisfactory.,Neutral
Normal quality. ...,Neutral
Just fine.,Neutral
Fair product. 😐,Neutral
Mid quality. ...,Neutral
Doesn't fit. 😔,Negative
Super fast shipping.,Positive
It's alright.,Neutral
Fully satisfied. 😊,Positive
Damaged package. Very bad.,Negative
Bad customer service. 😡,Negative
Exactly as shown in picture.,Positive
Normal quality. 😐,Neutral
Loved it!,Positive
Neither good nor bad.,Neutral
Will buy again.,Positive
Quality is very poor.,Negative
Okay for the price. ...,Neutral
"Babal xa product, man paryo. ❤️",Positive
"Ramro cha, dami product. 😊",Positive
Satisfactory. ...,Neutral
Neither good nor bad. 😐,Neutral
Satisfactory.,Neutral
Good service. Thanks Daraz.,Positive
Disappointed with the product. Very bad.,Negative
Fair product.,Neutral
Took a long time to deliver. ...,Neutral
Mid quality.,Neutral
Doesn't fit.,Negative
Excellent quality for the price. !!!,Positive
Delivery was okay. 😐,Neutral
Loved it! ❤️,Positive
Very slow delivery. 😔,Negative
Good service. ❤️,Positive
Very happy with the purchase. Thanks Daraz.,Positive
Mid quality. Ok.,Neutral
Exactly as shown in picture. !!!,Positive
Worst product ever.,Negative
Bad customer service. 😡,Negative
"Received the item, it's okay. Ok.",Neutral
It's alright.,Neutral
Quality is okay but price is high. ...,Neutral
Will buy again.,Positive
Delivery was okay. 😐,Neutral
